"AMACode,Description,AMAFee,MedicareItem,ScheduleFee,",
"AA007,""PROFESSIONAL ATTENDANCE, by a GENERAL PRACTITIONER on NOT MORE THAN ONE PATIENT ON ONE OCCASION - EACH ATTENDANCE in unsociable hours if: ",
"LL800,""THORACIC CAVITY, aspiration of, for diagnostic purposes, not being a service associated with a service to which Item HG410 applies"",118,38800,40.7,,",
"LL810,""THORACIC CAVITY, aspiration of, with therapeutic drainage (paracentesis), with or without diagnostic sample"",210,38803,81.3,,",
"LL820,""INTERCOSTAL DRAIN, insertion of, not involving resection of rib (excluding aftercare)"",410,38806,141.2,,",
"LL830,""INTERCOSTAL DRAIN, insertion of, with pleurodesis and not involving resection of rib (excluding aftercare)"",470,38809,174,,",
"LL840,PERCUTANEOUS NEEDLE BIOPSY of lung,620,38812,221.15,,",
"LN020,""Procedure to obtain access to INTRACRANIAL SPACE (including subdural space, ventricle or basal cistern), percutaneously or by burr-hole"",540,39007,168.55,,",
"LN045,""INJECTION OF ONE OR MORE ZYGO-APOPHYSEAL OR COSTO-TRANSVERSE JOINTS with one or more of contrast media, local anaesthetic or corticosteroid under image guidance"",340,39013,115.35,,",
"LN050,""MEDIAL BRANCH BLOCK of one or more primary posterior rami, injection of an anaesthetic agent under image guidance"",940,39014,132,,",
"LN055,""INTRACRANIAL PARENCHYMAL PRESSURE MONITORING DEVICE, insertion of - including burr-hole (excluding after care), not being a service to which item LT820 applies"",1165,39015,397.5,,",
"LN065,""CEREBROSPINAL RESERVOIR, ventricular reservoir or external ventricular drain, insertion of, with or without stereotaxy"",2710,39018,873.9,,",
"LN410,""INJECTION OF PRIMARY BRANCH OF TRIGEMINAL NERVE (ophthalmic, maxillary or mandibular branches) with alcohol, cortisone, phenol, or similar neurolytic substance, under image guidance"",815,39100,251.15,,",
"LN420,INTRATHECAL INJECTION of alcohol or phenol ,955,,,,",
"LN440,""TRIGEMINAL GANGLIOTOMY by radiofrequency, balloon or glycerol, including stereotaxy"",4860,39109,1498.65,,",
"LN445,""LEFT LUMBAR percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control. Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period"",990,39110,283.35,,",
"LN448,""RIGHT LUMBAR percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control. Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period"",990,39111,283.35,,",
"LN451,""CRANIAL NERVE, neurectomy or intracranial decompression of, using microsurgical techniques, including stereotaxy and cranioplasty"",7170,39113,2514.05,,",
"LN464,""LEFT THORACIC percutaneous zygapophyseal joint denervation by radio-frequency probe or cryoprobe using radiological imaging control. Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period"",1090,39116,314.85,,",
"LN468,""RIGHT THORACIC percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control. Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period"",1090,39117,314.85,,",
"LN470,""LEFT CERVICAL percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control.",
" | Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period"",1190,39118,346.35,,",
"LN472,""RIGHT CERVICAL percutaneous zygapophyseal joint denervation by radio-frequency probe, or cryoprobe, using radiological imaging control. Applicable to one or more services provided in a single attendance, for not more than 3 attendances in a 12 month period"",1190,39119,346.35,,",
"LN480,PERCUTANEOUS CORDOTOMY ,2440,39121,667.85,,",
"LN490,""CORDOTOMY OR MYELOTOMY, partial or total laminectomy for, or operation for dorsal root entry zone (Drez) lesion"",5005,39124,1709.2,,",
"LN500,""SPINAL CATHETER, insertion or replacement of, and connection to a subcutaneous implanted infusion pump, for the management of chronic pain, including cancer pain"",1015,39125,315.05,,",
"LN510,""All of the following:",
" | (a) infusion pump, subcutaneous implantation or replacement of;",
 | (b) connection of the pump to a spinal catheter;,
" | (c) filling of reservoir with a therapeutic agent or agents; with or without programming the pump, for the management of chronic pain, including cancer pain"",1235,39126,382.55,,",
"LN520,""SUBCUTANEOUS RESERVOIR AND SPINAL CATHETER, insertion of, for the management of chronic pain, including cancer pain"",2030,39127,500.75,,",
"LN530,""All of the following:",
" | (a) infusion pump, subcutaneous implantation of;",
" | (b) spinal catheter, insertion of;",
 | (c) connection of pump to catheter;,
" | (d) filling of reservoir with a therapeutic agent or agents; with or without programming the pump, for the management of chronic pain, including cancer pain"",2250,39128,697.65,,",
"LN535,""Note: This service can be billed for each lead inserted during a single episode of care where clinically appropriate, with the multiple operation rule applied if the item is claimed more than once for a single episode.",
 | ,
" | PERIPHERAL LEAD, percutaneous placement of, including intraoperative test stimulation, for the management of chronic neuropathic pain"",1870,39129,641.4,,",
"LN540,""Note: This service can be billed for each lead inserted during a single episode of care where clinically appropriate, with the multiple operation rule applied if the item is claimed more than once for a single episode.",
 | ,
" | EPIDURAL LEAD, percutaneous placement of, including intraoperative test stimulation, for the management of chronic neuropathic pain or pain from refractory angina pectoris"",2080,39130,712.65,,",
"LN550,""EPIDURAL OR PERIPHERAL NERVE ELECTRODES (management, adjustment, or reprogramming of neurostimulator), with a medical practitioner attending, for the management of chronic neuropathic pain or pain from refractory angina pectoris - each day"",435,39131,135.15,,",
"LN560,""Either:",
" | (a) subcutaneously implanted infusion pump, removal of; or",
" | (b) spinal catheter, removal or repositioning of;",
" | for the management of chronic pain, including cancer pain"",540,39133,168.55,,",
"LN570,""NEUROSTIMULATOR or RECEIVER, subcutaneous placement of, including placement and connection of extension wires to epidural or peripheral nerve electrodes, for the management of chronic neuropathic pain or pain from refractory angina pectoris"",1160,39134,360.05,,",
"LN575,""NEUROSTIMULATOR or RECEIVER that was inserted for the management of chronic neuropathic pain or pain from refractory angina pectoris, open surgical removal of, performed in the operating theatre of a hospital"",540,39135,168.55,,",
"LN580,""EPIDURAL OR PERIPHERAL NERVE LEAD that was implanted for the management of chronic neuropathic pain or pain from refractory angina pectoris, open surgical REMOVAL of, performed in the operating theatre of a hospital"",540,39136,168.55,,",
"LN583,""EPIDURAL OR PERIPHERAL NERVE LEAD that was implanted for the management of chronic neuropathic pain or pain from refractory angina pectoris, open surgical REPOSITIONING of, to correct displacement or unsatisfactory positioning, including intraoperative test stimulation, other than a service to which item LN540, LN587 or LN590 applies"",2065,39137,640,,",
"LN587,""Note: This service can be billed for each lead inserted during a single episode of care where clinically appropriate, with the multiple operation rule applied if the item is claimed more than once for a single episode.",
 | ,
" | PERIPHERAL NERVE LEAD, surgical placement of, including intraoperative test stimulation, for the management of chronic neuropathic pain where the leads are intended to remain in situ long term"",2080,39138,712.65,,",
"LN590,""Note: This service can be billed for each lead inserted during a single episode of care where clinically appropriate, with the multiple operation rule applied if the item is claimed more than once for a single episode.",
 | ,
" | EPIDURAL LEAD, surgical placement of one by partial or total laminectomy, including intraoperative test stimulation, for the management of chronic neuropathic pain or pain from refractory angina pectoris"",3675,39139,956.85,,",
"LN600,""EPIDURAL CATHETER, INSERTION OF, under imaging control, with epidurogram and epidural therapeutic injection for lysis of adhesions"",1010,39140,309.6,,",
"LN700,""Nerve, digital or cutaneous, primary repair of, using microsurgical techniques, other than a service associated with a service to which item LN810 applies - applicable once per nerve"",1080,39300,373.6,,",
"LN710,""Nerve, digital or cutaneous, delayed repair of, using microsurgical techniques, including either or both of the following (if performed): ",
 | (a) neurolysis; ,
 | (b) transposition of nerve to facilitate repair; ,
" | other than a service associated with a service to which item EA075 applies -applicable once per nerve "",1485,39303,492.75,,",
"LN720,""NERVE TRUNK, primary repair of, using microsurgical techniques, other than a service associated with a service to which item LN810 applies "",2300,39306,715.5,,",
"LN722,""Reconstruction of NERVE TRUNK using biological or synthetic nerve conduit, using microsurgical techniques, other than a service associated with a service to which item LN810 applies "",2815,39307,871.25,,",
"LN730,""NERVE TRUNK, delayed repair of, using microsurgical techniques, including either or both of the following (if performed): ",
 | (a) neurolysis; ,
" | (b) transposition of nerve or nerve transfer to facilitate repair; other than a service associated with a service to which item EA075 or LN770 applies "",2440,39309,755.25,,",
"LN740,""NERVE TRUNK, internal internal (interfascicular), neurolysis of, using microsurgical techniques, other than a service associated with a service to which item EA075 applies "",1345,39312,421.35,,",
"LN750,""NERVE TRUNK, nerve graft to, by cable graft, using microsurgical techniques, including any of the following (if performed): ",
 | (a) harvesting of nerve graft; ,
 | (b) proximal and distal anastomosis of nerve graft; ,
 | (c) transposition of nerve to facilitate grafting; ,
 | (d) neurolysis; ,
" | other than a service associated with a service to which item EA075 or LN810 applies "",3520,39315,1089.1,,",
"LN760,""Nerve, digital or cutaneous, nerve graft to, using microsurgical techniques, including either or both of the following (if performed): ",
 | (a) harvesting of nerve graft from separate donor site; ,
 | (b) proximal and distal anastomosis of nerve graft; ,
" | other than a service associated with a service to which item LN810 applies "",2160,39318,675.8,,",
"LN764,""Reconstruction of digital or cutaneous nerve using biological or synthetic nerve conduit, using microsurgical techniques, other than a service associated with a service to which item LN810 applies"",1485,39319,492.75,,",
"LN770,""Transposition of NERVE, excluding the ulnar nerve at the elbow, other than a service associated with a service to which item LN810 applies"",1625,39321,500.75,,",
"LN780,""PERCUTANEOUS DENERVATION (excluding medial branch nerve) by cryotherapy or radiofrequency probe, other than a service to which another item applies, applicable not more than 6 times for a given nerve in a 12 month period"",925,39323,292.6,,",
"LN790,NEURECTOMY or removal of tumour or neuroma from superficial peripheral nerve ,955,39324,292.6,,",
"LN800,""NEURECTOMY, NEUROTOMY or removal of tumour from deep peripheral nerve, by open operation "",1625,39327,500.85,,",
"LN804,""NEURECTOMY, NEUROTOMY or removal of tumour from deep peripheral nerve, by open operation, for upper limb surgery "",1625,39328,500.85,,",
"LN806,""Extensive neurolysis of radial, median or ulnar nerve trunk nerve in the forearm or arm, other than a service associated with a service to which item EA075, LN710, LN730, LN740, LN750, LN760, LN790, LN800 or LN820 applies"",1220,39329,373.6,,",
"LN810,""Neurolysis by open operation without transposition, other than a service associated with a service to which Item EA075, LN770, LN804, LN806, LN826, LN829, LN832, LN835,  MU402, MX474 or MX475 applies"",955,39330,292.6,,",
"LN820,""BRACHIAL PLEXUS, exploration of, not being a service to which another item in Group 9 Surgical Operations applies"",1345,39333,421.35,,",
"LN826,""Ulnar nerve decompression at elbow or wrist (cubital tunnel or Guyon's canal) without transposition, by any method, including neurolysis (if performed), other than a service associated with a service to which item EA075 applies "",955,39336,292.6,,",
"LN829,""Revision of ulnar nerve decompression at elbow (cubital tunnel) without transposition, by any method, including neurolysis (if performed), other than a service associated with a service to which item EA075 applies "",1430,39339,438.95,,",
"LN832,""Ulnar nerve decompression at elbow (cubital tunnel), including any of the following (if performed): ",
 | (a) associated transposition; ,
 | (b) subcutaneous or submuscular transposition of the nerve; ,
 | (c) medial epicondylectomy; ,
 | (d) ostetomy and reconstruction of the flexor origin; ,
 | (e) neurolysis; ,
" | other than a service associated with a service to which item EA075 applies"",1870,39342,575.8,,",
"LN835,""Localised decompression of radial, median or ulnar nerve, or branches of, in the forearm for compressive neuropathy, including neurolysis (if performed), other than a service associated with a service to which item EA075 applies "",955,39345,292.6,,",
"LP015,""FACIO-HYPOGLOSSAL nerve or FACIO-ACCESSORY nerve, anastomosis of, not being a service to which item LT820 applies"",3250,39503,1009.6,,",
"LP061,""Any of the following procedures for INTRACRANIAL HAEMORRHAGE OR SWELLING:",
" | (a) craniotomy, craniectomy or burr-holes for removal of intracranial haemorrhage, including stereotaxy;",
" | (b) craniotomy or craniectomy for brain swelling, stroke, or raised intracranial pressure, including for subtemporal decompression, including stereotaxy; or",
" | (c) post-operative re-opening, including for swelling or post-operative cerebrospinal fluid leak"",6075,39604,1896.1,,",
"LP081,""FRACTURED SKULL, without brain laceration or dural penetration, repair of"",3520,39610,1009.6,,",
"LP090,""FRACTURED SKULL, with brain laceration or dural penetration  but without cerebrospinal fluid, rhinorrhoea or otorrhoea, repair of"",4050,39612,1184.55,,",
"LP100,""FRACTURED SKULL, after trauma, with cerebrospinal fluid rhinorrhoea or otorrhoea, repair of, including stereotaxy and dermofat graft"",6490,39615,2021.35,,",
"LP120,""ANTERIOR OR MIDDLE CRANIAL FOSSA OR CAVERNOUS SINU, tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty - conjoint surgery, PRINCIPAL SURGEON"",14495,39638,4500.5,,",
"LP121,""ANTERIOR OR MIDDLE CRANIAL FOSSA OR CAVERNOUS SINU, tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty - conjoint surgery, CO-SURGEON"",11580,39639,3596.4,,",
"LP131,""ANTERIOR OR MIDDLE CRANIAL FOSSA OR CAVERNOUS SINUS, tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty - ONE SURGEON"",15290,39641,4746.9,,",
"LP161,""PETRO-CLIVAL, clival or foramen magnum tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty – ONE SURGEON"",17610,39651,5856.5,,",
"LP180,""PETRO-CLIVAL, clival or foramen magnum tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty - conjoint surgery, PRINCIPAL SURGEON"",14495,39654,4500.5,,",
"LP190,""PETRO-CLIVAL, clival or foramen magnum tumour or vascular lesion, removal or radical excision of, including stereotaxy and cranioplasty - conjoint surgery, CO-SURGEON"",11580,39656,3596.4,,",
"LP300,""SKULL TUMOUR, benign or malignant, excision of, including stereotaxy cranioplasty"",6215,39700,1915.95,,",
"LP310,""INTRA-CRANIAL TUMOUR, cyst or other brain tissue, either or both of:",
 | (a) burr-hole and biopsy of;,
 | (b) or drainage of;,
" | including stereotaxy"",4930,39703,1538.45,,",
"LP331,""INTRACRANIAL TUMOUR, one or more, biopsy, drainage, decompression or removal of, through a single craniotomy, including stereotaxy and cranioplasty"",8245,39710,2561.95,,",
"LP340,""CRANIOTOMY FOR REMOVAL OF MENINGIOMA, pinealoma, cranio-pharyngioma, intraventricular tumour or any other intra-cranial tumour, not being a service to which another item in this Subgroup applies"",9590,39712,3913.3,,",
"LP350,""PITUITARY TUMOUR, removal of, by transphenoidal approach, including stereotaxy and dermis, dermofat or fascia grafting, other than a service associated with a service to which item LT620 applies"",9195,39715,2856.05,,",
"LP360,""ARACHNOIDAL CYST, craniotomy for, including stereotaxy and neuroendoscopy"",5535,39718,1725.2,,",
"LP365,AWAKE CRANIOTOMY for functional neurosurgery,8780,39720,3660.85,,",
"LR011,""ANEURYSM, clipping, proximal ligation, or reinforcement of sac, including stereotaxy and cranioplasty"",17610,39801,5856.5,,",
"LR020,""INTRACRANIAL ARTERIOVENOUS MALFORMATION OR FISTULA, treatment through a craniotomy, including stereotaxy, cranioplasty and all angiography"",17610,39803,5856.5,,",
"LR050,""CAROTID-CAVERNOUS FISTULA, obliteration of - combined cervical and intra-cranial procedure"",6220,39815,1931.7,,",
"LR060,""INTRACRANIAL VASCULAR BYPASS using indirect techniques, including stereotaxy"",8245,39818,2563.85,,",
"LR070,""INTRACRANIAL VASCULA BYPASS using direct anastomosis techniques, including stereotaxy"",9325,39821,3652.95,,",
"LR400,""INTRA-CRANIAL INFECTION, treated by burr-hole, including stereotaxy, other than a service associated with a service to which item LT620 applies"",4925,39900,1538.45,,",
"LR410,""INTRA-CRANIAL INFECTION, treated by craniotomy, including stereotaxy, other than a service associated with a service to which item LT620 applies"",7435,39903,2309.55,,",
"LR420,""OSTEOMYELITIS OF SKULL or removal of infected bone flap, craniectomy for, other than a service associated with a service to which item LT620 or LT820 applies"",2705,39906,842.65,,",
"LR715,""VENTRICULAR, LUMBAR OR CISTERNAL SHUNT DIVERSION, insertion or revision of, including stereotaxy"",5400,40004,1749.05,,",
"LR740,""THIRD VENTRICULOSTOMYENDOSCOPIC VENTRICULOSTOMY (open or endoscopic) with or without endoscopic septum pellucidotomy for treatment of cerebrospinal fluid circulation disorders, including stereotaxy"",5810,40012,1808.7,,",
"LR760,""LUMBAR CEREBROSPINAL FLUID DRAIN, insertion of "",540,40018,168.55,,",
"LR915,""SPINAL MYELOMENINGOCELE OR SPINAL MENINGOCELE, excision and closure of, other than a service associated with a service to which item LT620 or LT820 applies"",2925,40104,1073.25,,",
"LR920,""CHIARI MALFORMATION, decompression or reconstruction of, including laminectomy, dermofat graft and stereotaxy, other than a service associated with a service to which item LT620 applies"",7370,40106,2547.9,,",
"LR930,""ENCEPHALOCOELE OR CRANIAL MENINGOCELE, excision and closure of, including stereotaxy and dermofat graft"",6360,40109,1977.55,,",
"LR940,""TETHERED CORD, release of, including lipomeningocele or diastematomyelia, multiple levels, including laminectomy and rhizolysis, other than a service associated with a service to which item LT620 applies"",7565,40112,2526.15,,",
"LR965,""CRANIOSTENOSIS, operation for, other than a service associated with a service to which item LT620 applies"",3250,40119,1009.6,,",
"LT015,""CERVICAL SYMPATHECTOMY, first operation"",3035,,,,",
"LT025,""CERVICAL SYMPATHECTOMY, where operation is reoperation for previous incomplete sympathectomy "",3820,,,,",
"LT035,""SYMPATHECTOMY (thoracic, sacral or presacral) "",2705,,,,",
"LT600,""FRONTO-ORBITAL ADVANCEMENT,  unilateral"",2765,,,,",
"LT610,""CRANIAL VAULT RECONSTRUCTION for oxycephaly, brachycephaly, turricephaly or similar condition - (bilateral fronto-orbital advancement) "",4690,,,,",
"LT620,""CRANIOPLASTY, reconstructive, other than a service associated with a service to which items LN451, LP120, LP121, LP131, LP161, LP180, LP190, LP300, LP331, LP340, LP350, LR011, LR020 or LT710 applies"",3250,40600,1009.6,,",
"LT700,""CORPUS CALLOSOTOMY, for epilepsy, including stereotaxy"",7980,40700,2476.45,,",
"LT710,""CORTICECTOMY, TOPECTOMY or PARTIAL LOBECTOMY for epilepsy, including stereotaxy and cranioplasty"",8245,40703,2561.95,,",
"LT720,""HEMISPHERECTOMY or functional hemispherectomy, for intractable epilepsy, including stereotaxy"",8780,40706,3660.9,,",
"LT730,""INTRACRANIAL ELECTRODE PLACEMENT by burr hole, including stereotaxy"",4925,40709,1538.45,,",
"LT740,""INTRA-CRANIAL ELECTRODE PLACEMENT by craniotomy, single or multiple, including stereotactic EEG, including stereotaxy"",8780,40712,3660.9,,",
"LT750,""Vagus nerve stimulation therapy through stimulation of the left vagus nerve, subcutaneous placement of electrical pulse generator, for:",
 | (a) management of refractory generalised epilepsy; or,
 | (b) treatment of refractory focal epilepsy not suitable for resective epilepsy surgery,
" | "",1350,40701,360.05,,",
"LT751,""Vagus nerve stimulation therapy through stimulation of the left vagus nerve, surgical repositioning or removal of electrical pulse generator inserted for:",
 | (a) management of refractory generalised epilepsy; or,
" | (b) treatment of refractory focal epilepsy not suitable for resective epilepsy surgery"",630,40702,168.55,,",
"LT752,""Vagus nerve stimulation therapy through stimulation of the left vagus nerve, surgical placement of lead, including connection of lead to left vagus nerve and intra-operative test stimulation, for:",
 | (a) management of refractory generalised epilepsy; or,
" | (b) treatment of refractory focal epilepsy not suitable for resective epilepsy surgery"",2670,40704,712.65,,",
"LT753,""Vagus nerve stimulation therapy through stimulation of the left vagus nerve, surgical repositioning or removal of lead attached to left vagus nerve for:",
 | (a) management of refractory generalised epilepsy; or,
" | (b) treatment of refractory focal epilepsy not suitable for resective epilepsy surgery"",2395,40705,640,,",
"LT754,""Vagus nerve stimulation therapy through stimulation of the left vagus nerve, electrical analysis and programming of vagus nerve stimulation therapy device using external wand, for:",
 | (a) management of refractory generalised epilepsy; or,
" | (b) treatment of refractory focal epilepsy not suitable for resective epilepsy surgery"",750,40707,200.55,,",
"LT755,""Vagus nerve stimulation therapy through stimulation of the left vagus nerve, surgical replacement of battery in electrical pulse generator inserted for:",
 | (a) management of refractory generalised epilepsy; or,
" | (b) treating refractory focal epilepsy not suitable for resective epilepsy surgery"",1350,40708,360.05,,",
"LT810,""FUNCTIONAL STEREOTACTIC procedure including computer assisted anatomical localisation, physiological localisation and lesion production, by any method, in the basal ganglia, brain stem or deep white matter tracts, other than a service associated with deep brain stimulation for Parkinson's disease, essential tremor or dystonia"",5935,40801,1845.6,,",
"LT820,""INTRA-CRANIAL STEREOTACTIC PROCEDURE BY ANY METHOD, other than:",
 | (a) a service to which Item LT810 applies; or ,
" | (b) a service associated with a service to which item LN065, LN440, LN451, LP061, LP100, LP120, LP121, LP131, LP161, LP180, LP190, LP300, LP310, LP331, LP340, LP350, LP360, LP365, LR011, LR020, LR060, LR070, LR400, LR410, LR715, LR740, LR920, LR930, LT700, LT710, LT720, LT730 or LT740 applies"",4050,40803,1264.05,,",
"LT850,""DEEP BRAIN STIMULATION (unilateral) functional stereotactic procedure including computer assisted anatomical localisation, physiological localisation including twist drill, burr hole craniotomy or craniectomy and insertion of electrodes for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability"",7665,40850,2393.9,,",
"LT851,""DEEP BRAIN STIMULATION (bilateral) functional stereotactic procedure including computer assisted anatomical localisation, physiological localisation including twist drill, burr hole craniotomy or craniectomy and insertion of electrodes for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability"",13415,40851,4189.6,,",
"LT852,DEEP BRAIN STIMULATION (unilateral) subcutaneous placement of neurostimulator receiver or pulse generator for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability,1155,40852,360.05,,",
"LT854,DEEP BRAIN STIMULATION (unilateral) revision of brain electrode for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability,5885,,,,",
"LT855,DEEP BRAIN STIMULATION (unilateral) removal of brain electrode for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability,1780,,,,",
"LT856,DEEP BRAIN STIMULATION (unilateral) removal or replacement of neurostimulator receiver or pulse generator for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability,865,40856,270.05,,",
"LT858,DEEP BRAIN STIMULATION (unilateral) removal or replacement of extension lead for for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability,1780,,,,",
"LT860,""DEEP BRAIN STIMULATION (unilateral) target localisation incorporating anatomical and physiological techniques, including intra-operative clinical evaluation, for the insertion of a single neurostimulation wire for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability"",6845,40860,2138.3,,",
"LT862,DEEP BRAIN STIMULATION electronic analysis and programming of neaurostimulator pulse generator for the treatment of: Parkinson's disease where the patient’s response to medical therapy is not sustained and is accompanied by unacceptable motor fluctuations; or essential tremor or dystonia where the patient's symptoms cause severe disability,640,40862,200.55,,",
"LT900,""ASSISTANCE AT OPERATION by a second neurosurgeon for complex tumour or vascular anomaly covered only by Items LP340, LR010 and LR020"",1860,,,,",
"LT920,""CRANIOTOMY, performed by a neurosurgeon in conjunction with the correction of craniofacial abnormalities"",2025,40905,636.1,,",
"MA005,""EAR, foreign body (other than ventilating tube) in, removal of, other than by simple syringing "",210,41500,87.15,,",
"MA015,""EAR, removal of foreign body in, involving incision of external auditory canal "",645,41503,252.45,,",
"MA025,""AURAL POLYP, removal of "",430,41506,152.25,,",
"MA035,""EXTERNAL AUDITORY MEATUS, surgical removal of keratosis obturans from, not being a service to which another item in this Group applies "",440,41509,172.25,,",
"MA045,""MEATOPLASTY involving removal of cartilage or bone or both cartilage and bone, not being a service to which Item MA055 applies"",1605,41512,619.4,,",
"MA055,""MEATOPLASTY involving removal of cartilage or bone or both cartilage and bone, being a service associated with a service to which Item MA105, MA165, MA195, MA205 or MA215 applies"",1045,41515,406.5,,",
"MA065,""EXTERNAL AUDITORY MEATUS, removal of EXOSTOSES IN "",2555,41518,981.8,,",
"MA075,""Correction of AUDITORY CANAL STENOSIS, including meatoplasty, with or without grafting "",2690,41521,1045.35,,",
"MA085,""RECONSTRUCTION OF EXTERNAL AUDITORY CANAL, being a service associated with a service to which Items MA195, MA205 and MA215 apply"",775,41524,302,,",
"MA095,""MYRINGOPLASTY, trans-canal approach (Rosen incision) "",1565,41527,621.2,,",
"MA105,""MYRINGOPLASTY, post-aural or endaural approach with or without mastoid inspection "",2585,41530,1012.05,,",
"MA115,""ATTICOTOMY without reconstruction of the bony defect, with or without myringoplasty "",3115,41533,1209.7,,",
"MA125,""ATTICOTOMY with reconstruction of the bony defect, with or without myringoplasty "",3490,41536,1355,,",
"MA135,OSSICULAR CHAIN RECONSTRUCTION ,2855,41539,1152.2,,",
"MA145,OSSICULAR CHAIN RECONSTRUCTION AND MYRINGOPLASTY ,3125,41542,1262.55,,",
"MA155,MASTOIDECTOMY (CORTICAL) ,1495,41545,551.1,,",
"MA165,OBLITERATION OF THE MASTOID CAVITY ,1765,41548,731.25,,",
"MA175,""MASTOIDECTOMY, intact wall technique, with myringoplasty "",4335,41551,1684.15,,",
"MA185,""MASTOIDECTOMY, intact wall technique, with myringoplasty and ossicular chain reconstruction "",5110,41554,1984.25,,",
"MA195,MASTOIDECTOMY (RADICAL OR MODIFIED RADICAL) ,2855,41557,1152.2,,",
"MA205,MASTOIDECTOMY (RADICAL OR MODIFIED RADICAL) AND MYRINGOPLASTY ,3125,41560,1262.55,,",
"MA215,""MASTOIDECTOMY (RADICAL OR MODIFIED RADICAL), MYRINGOPLASTY AND OSSICULAR CHAIN RECONSTRUCTION "",3945,41563,1562.9,,",
"MA216,""MASTOIDECTOMY (radical or modified radical), obliteration of the mastoid cavity, blind sac closure of external auditory canal and obliteration of eustachian tube"",5270,41564,2021.15,,",
"MA225,""REVISION OF MASTOIDECTOMY (radical, modified radical or intact wall), including myringoplasty "",2965,41566,1152.2,,",
"MA235,DECOMPRESSION OF FACIAL NERVE in its mastoid portion ,3125,41569,1262.55,,",
"MA245,LABYRINTHOTOMY OR DESTRUCTION OF LABYRINTH ,2855,41572,1092.3,,",
"MA255,""CEREBELLO-PONTINE ANGLE TUMOUR, removal of by 2 surgeons operating conjointly, by transmastoid, translabyrinthine or retromastoid approach - transmastoid, translabyrinthine or retromastoid procedure (including aftercare) "",6460,41575,2574.9,,",
"MA265,""CEREBELLO-PONTINE ANGLE TUMOUR, removal of, by transmastoid, translabarythine or retromastoid approach - intra-cranial procedure (including aftercare) not being a service to which Item MA275 and MA285 applies"",9685,41576,3862.5,,",
"MA275,""CEREBELLO-PONTINE ANGLE TUMOUR, removal of, by transmastoid, translabyrinthine or retromastoid approach, (intra-cranial procedure), conjoint surgery, principal surgeon"",6460,41578,2574.9,,",
"MA285,""CEREBELLO-PONTINE ANGLE TUMOUR, removal of, by transmastoid or translabyrinthine or retromastoid approach, (intra-cranial procedure) conjoint surgery, co-surgeon"",4845,41579,1931.2,,",
"MA295,""TUMOUR INVOLVING INFRA-TEMPORAL FOSSA, removal of, involving craniotomy and radical excision of "",7430,41581,2961.7,,",
"MA305,PARTIAL TEMPORAL BONE RESECTION for removal of tumour involving mastoidectomy with or without decompression of facial nerve ,5100,41584,2032.55,,",
"MA315,TOTAL TEMPORAL BONE RESECTION for removal of tumour ,6945,41587,2768.3,,",
"MA325,""ENDOLYMPHATIC SAC, TRANSMASTOID DECOMPRESSION with or without drainage of "",3125,41590,1262.55,,",
"MA335,TRANSLABYRINTHINE VESTIBULAR NERVE SECTION ,4130,41593,1645.45,,",
